source,video_id,author,text,published_at,like_count,fetched_at,sentiment,raw_score,scaled_score,benchmark,sentiment_confidence,emotion,emotion_confidence
youtube,oCvWUtZDrYE,@Giganatosauruseatsdeer,It looks like the black bewilderbeast because it has red spots on the egg ngl,2025-12-20T09:40:20Z,10,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.5926,Surprise,0.6499
youtube,oCvWUtZDrYE,@JosiahTaitBeisser-m5l,"that species may be an “Alfa of all dragons”
BUT not EVERY one is. Only those who have probably fought for it.
Think about how old these creatures are. Especially Valkas. The only reason why that one probably died was because he was old. Meanwhile Drago’s, since Drago would have to have HARMED the poor thing, he must of found his while it was a baby, and beat it into submission, and that’s why y listened to him as an adult… aka, psychologically harmed.",2025-12-19T17:26:34Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.8669,Neutral,0.3724
youtube,oCvWUtZDrYE,@xt_productions.75,Thats not true. I thought the egg is Valka's bewilderbeast and Drago found the Berserker  one and controlled that one,2025-12-12T00:26:36Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4569,Surprise,0.9392
youtube,oCvWUtZDrYE,@yassachiuchitsuki8678,"u miss the bewilder beast okay, but who miss the red death lmao, not me",2025-12-11T07:35:32Z,3,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.7505,Sadness,0.7681
youtube,oCvWUtZDrYE,@KiamyrriaB,Gng what happened to the bewilderbeast that was on beseecker island,2025-12-02T06:59:10Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.724,Surprise,0.9706
youtube,oCvWUtZDrYE,@HierKomJake,purfect for haw to trane your dragon 4,2025-11-17T18:42:37Z,2,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.3574,Neutral,0.9063
youtube,oCvWUtZDrYE,@LiamPerez-f3p,Then what happened to the mother of the bewilderbeast egg and who and where did dragos bewilderbeast come from,2025-11-15T05:56:31Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4976,Surprise,0.8875
youtube,oCvWUtZDrYE,@HelliosCOD,I used to think dragos bewilderbeast was that bewilderbeast  egg,2025-10-28T12:15:51Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.434,Surprise,0.9374
youtube,oCvWUtZDrYE,@EdwardBrooks-i7j,Twist the egg was in the same place the previous alpha made with the ice but in a separate chamber where it would be kept safe,2025-10-24T19:33:56Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5953,Neutral,0.9522
youtube,oCvWUtZDrYE,@AngelicaMedrano-t7i,Yassss,2025-10-24T02:02:24Z,0,2026-02-21T11:17:46.972910,Positive,1,5.0,5,0.5808,Disgust,0.6386
youtube,oCvWUtZDrYE,@nekeithaleggette7689,You're actually lying 🤥,2025-10-23T20:21:17Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.9197,Anger,0.4825
youtube,oCvWUtZDrYE,@EditzOfficial_X,nah i think that it is the same egg,2025-10-21T11:05:11Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.6052,Surprise,0.6894
youtube,oCvWUtZDrYE,@JitkaČerná-k9c,Or Drago stole it beacus if you look close the egg has red marked spikes like Drago's besilderbeast have,2025-10-19T18:13:59Z,2,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4735,Neutral,0.9045
youtube,oCvWUtZDrYE,@manilynvalerio8266,hiccup mom take egg,2025-10-18T22:15:39Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.6692,Neutral,0.7354
youtube,oCvWUtZDrYE,@metzlorraine6742,and in honesty due to the egg hiccup couldn t battle johann and krogan properly,2025-10-05T11:45:32Z,29,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.8424,Neutral,0.761
youtube,oCvWUtZDrYE,@metzlorraine6742,yeah well i sure hope the young alpha in it survives to compensate alpha s death,2025-10-05T11:44:53Z,2,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.3675,Neutral,0.5591
youtube,oCvWUtZDrYE,@Isagi-1t1,rawrrrrrrrr!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2025-09-20T05:38:48Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.3436,Surprise,0.27
youtube,oCvWUtZDrYE,@Something_Gamer52,You know the show was after the first and before the 2nd movie it could be the bewilder beast,2025-09-10T01:00:40Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.3666,Surprise,0.5604
youtube,oCvWUtZDrYE,@wookie1071,Imagine a red death egg in the dragons nest then  💀,2025-09-07T18:54:41Z,7,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.6681,Fear,0.3943
youtube,oCvWUtZDrYE,@TimothyMattDelosSantos-gd5wc,And also when valka take the bewilder beast egg she already got her armor like bewilder beast means the bewilder beast in HTTYD 2 is already there,2025-09-06T08:13:00Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4848,Fear,0.3812
youtube,oCvWUtZDrYE,@Snap11L_L,Is good to know that one of these dragons are not evil,2025-09-06T02:50:04Z,1,2026-02-21T11:17:46.972910,Positive,1,5.0,5,0.6221,Disgust,0.5422
youtube,oCvWUtZDrYE,@travisbyrd7378,The httyd 2 bewilderbeast  were both male meaning there’s still a female bewilder beast out there with a hatchling 👀🤝🏾,2025-09-05T01:02:39Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5597,Surprise,0.6775
youtube,oCvWUtZDrYE,@ralphryan7828,The bewilderbeast is revealed st nine realms,2025-09-02T13:26:37Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.658,Surprise,0.8963
youtube,oCvWUtZDrYE,@gofire-v1m,If httyd has movie 4,2025-09-01T07:11:33Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5465,Neutral,0.782
youtube,oCvWUtZDrYE,@AmberM-w7j,"Valka's Bewilderbeast is the same Bewilderbeast from the egg. Dragons grow faster than humans, that's why he's humongous in the 2nd movie. Didn't you watch the end of the last episode?",2025-08-29T21:10:15Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.5168,Neutral,0.7376
youtube,oCvWUtZDrYE,@mattmiller3237,"Wait, is this before or after the second movie? 

I thought hiccup didnt know about his mom until 2?",2025-08-24T00:44:45Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.7061,Surprise,0.4944
youtube,oCvWUtZDrYE,@casseygribialde6072,"Maybe Drago bewilder beast is a male because looked on thier tusk different and skin color Drago bewilder beats has a darker and back appearance 

Maybe valka bewilder beast is the wife
And Drago bewilder best is he father tthen how Drago bewilder beast don't remember his wife I don't know the reason",2025-08-17T02:34:03Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4076,Fear,0.4338
youtube,oCvWUtZDrYE,@JohnrafaelBesiata-ys2td,maybe the egg bewilderbeast is gonna grown soon,2025-08-13T10:45:18Z,2,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.3983,Neutral,0.5106
youtube,oCvWUtZDrYE,@rertx223,It's very clear that you've been watching them without looking back.,2025-08-11T22:28:57Z,11,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4508,Neutral,0.8667
youtube,oCvWUtZDrYE,@rertx223,"gijdillax, that egg was Valkan's bewilderbeast we saw in the 2nd movie, there is no new alpha, after swallowing the toothless dragon's bewilderbeast in the 2nd movie, it becomes an alpine",2025-08-11T22:27:06Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4579,Surprise,0.928
youtube,oCvWUtZDrYE,@rertx223,"Don't take anything for granted, the bewilderbeast egg that Valkan got at the end of race to the edge was Valkan's bewilderbeast that we saw in the 2nd movie and it was killed by the dragon's bewilderbeast. You don't know what you are talking about.",2025-08-11T22:22:17Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.7586,Surprise,0.8352
youtube,oCvWUtZDrYE,@treverxdino,Sorry to break it race to the edce is cannon to the franchise,2025-07-21T03:55:48Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.8405,Sadness,0.9502
youtube,oCvWUtZDrYE,@Brad-hp9te,"That doesn't make sense because, at the end of race to the edge.Drago Said that he would get his own which would give the idea that. It is.
 Over 20 years old or more, which means it's probably back too. Which?
Would mean that a bewildered based could grow within those Two years",2025-07-14T08:20:56Z,27,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.5292,Surprise,0.9211
youtube,oCvWUtZDrYE,@diakotoh,I hope so cuz i miss them too much,2025-07-13T14:41:59Z,55,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.5001,Sadness,0.9824
youtube,oCvWUtZDrYE,@Iloiolii,The bewilderbeast is gonna come in the 4th movie maybe?,2025-07-12T01:50:58Z,210,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.6997,Surprise,0.8144
youtube,oCvWUtZDrYE,@sofiejonsson145,Vot 😮😮😮😮😮😮😮,2025-07-11T20:37:32Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5424,Neutral,0.6121
youtube,oCvWUtZDrYE,@sofiejonsson145,😮😮😮😮😮😮😮😮😮,2025-07-11T20:37:08Z,2,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4667,Neutral,0.4986
youtube,srEFa9nHNZc,@techy-fan287,Valka actually hid the egg because a bewilder beast needs years to mature and hiccup found valka before that egg could hatch,2026-02-07T23:26:35Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8485,Neutral,0.4674
youtube,srEFa9nHNZc,@sira4951,"For those who are saying that its still a kid, its actually a TITAN WING",2026-02-07T08:36:00Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.4765,Neutral,0.7298
youtube,srEFa9nHNZc,@AbdullaAlThani-p3y,I love your videos,2026-02-05T18:33:04Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.9155,Joy,0.9803
youtube,srEFa9nHNZc,@franciscajanainabarrosorodrigu,🎉🎉🎉🎉🎉🎉🎉🎉🎉,2026-02-04T21:25:47Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.6138,Neutral,0.8168
youtube,srEFa9nHNZc,@cute_kuromi5,The egg is small and the dragon is big 🤔,2026-02-04T13:13:05Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6206,Neutral,0.7446
youtube,srEFa9nHNZc,@MoeFoliga,Btw these two the egg and valaks bewilderbeast is two different bewilderbeasts because it was confirmed that the egg is still safe location in a different area,2026-02-01T08:43:28Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.5922,Surprise,0.9413
youtube,srEFa9nHNZc,@gilbertrondina,I love the bewilderbeast that is my favorite dragon.,2026-01-28T09:47:39Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.9161,Joy,0.8505
youtube,srEFa9nHNZc,@myteacheronthepfp,A bewilderbeast takes decades to mature and hatch and valka claimed he saw the bewilderbeast before the egg sp maybe she put it on a safe remote island,2026-01-24T06:16:20Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.3912,Surprise,0.9348
youtube,srEFa9nHNZc,@celestineloissoriano8575,*hi*,2026-01-16T06:02:28Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4325,Neutral,0.8967
youtube,srEFa9nHNZc,@celestineloissoriano8575,*hello guys*,2026-01-16T06:02:05Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.5468,Neutral,0.809
youtube,srEFa9nHNZc,@undersurefaceerhuperhertyur,It's the ballas Bewilderbeast in the egg  becuz it takes 300 years to turn into a giant beast,2026-01-06T08:18:02Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4171,Neutral,0.5174
youtube,srEFa9nHNZc,@EdnaAbonala,Who likes took less in the night fairy comment❤❤❤❤,2026-01-05T11:10:10Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.5451,Neutral,0.748
youtube,srEFa9nHNZc,@EdnaAbonala,Who love how to train your dragon 🐉🐉!👇👇🩷,2026-01-05T11:09:47Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.6314,Neutral,0.5134
youtube,srEFa9nHNZc,@EdnaAbonala,This is the alpha species movie how to train your dragon 3,2026-01-05T08:56:50Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6944,Neutral,0.8257
youtube,srEFa9nHNZc,@EdnaAbonala,What what movie is this guys😅😅😅 i want to watch it it's cool❤❤,2026-01-05T08:56:36Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8035,Joy,0.7112
youtube,srEFa9nHNZc,@Light_night_furry,This is very cooooooooooool,2025-12-29T13:22:10Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8726,Neutral,0.3593
youtube,srEFa9nHNZc,@theonewhocleanmyball,Hope that there will be another King as avenge of valkas bewilder beast and hope that the new egg will be more stronger aggressive kind leadership and pay respects to the dragon's,2025-12-29T06:37:56Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.5291,Neutral,0.7268
youtube,srEFa9nHNZc,@andrewburt5758,VALKA,2025-12-23T09:58:25Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.3531,Neutral,0.6567
youtube,srEFa9nHNZc,@xblackx._.afz-bestie2125,YouﹰBiweldﹰDes,2025-12-19T01:17:28Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.4673,Neutral,0.8866
youtube,srEFa9nHNZc,@xblackx._.afz-bestie2125,😊😊😊😊😊😊😊😊😊😊😊😎😎😎😎😎😎😎😎,2025-12-16T12:37:01Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.6995,Neutral,0.5989
youtube,srEFa9nHNZc,@beluga_56u-s9r3,hmmmmm i think the egg is a drago bewilderbeast,2025-12-13T22:53:35Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4302,Surprise,0.6005
youtube,srEFa9nHNZc,@xblackx._.afz-bestie2125,❤❤❤❤🎉❤🎉❤❤🎉🎉❤🎉❤🎉❤🎉❤🎉🎉❤🎉❤😢😢😢😢😢😢😢😢😢😢😢,2025-12-11T01:24:15Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.3786,Neutral,0.4494
youtube,srEFa9nHNZc,@morganrump3572,He came back and how to train your dragon race to the edge,2025-12-07T16:11:30Z,1,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6511,Neutral,0.8968
youtube,srEFa9nHNZc,@SapnaSapna-rg5tv,Best editing 👌👌,2025-12-02T06:03:24Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.803,Neutral,0.793
youtube,srEFa9nHNZc,@evagatinhas,Eu adorei esse vídeo cara❤❤❤❤,2025-11-24T16:02:50Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.941,Neutral,0.4266
youtube,srEFa9nHNZc,@eissamohammed-so9yz,Get a life😊,2025-11-21T13:21:00Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.5047,Neutral,0.5901
youtube,srEFa9nHNZc,@custom-pokemon,That egg is a different bewilderbeast because valka says that the bewilderbeast was there when she entered the hidden world,2025-11-09T22:04:19Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4532,Surprise,0.9491
youtube,srEFa9nHNZc,@GülüzarKılıç-k7b,White alfabede bebeğim the Best,2025-11-05T16:13:29Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8705,Neutral,0.6326
youtube,srEFa9nHNZc,@Sashen1006robloxusername,"Whats up with the music ? Sounds weird to me 

Ones 
Agree
Like",2025-10-05T16:58:34Z,1,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.9015,Disgust,0.5191
youtube,srEFa9nHNZc,@HaltarRimogdiin,Btw its not the same bewilderbeast,2025-10-01T16:12:47Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.633,Surprise,0.9625
youtube,srEFa9nHNZc,@DylanBarcelona-x8n,who the f**k is that with armor,2025-09-24T12:55:47Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8415,Anger,0.6567
youtube,srEFa9nHNZc,@DylanBarcelona-x8n,That's the biggest dragon or alpha,2025-09-24T12:54:51Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6124,Neutral,0.5698
youtube,srEFa9nHNZc,@DylanBarcelona-x8n,The King of dragons,2025-09-24T12:54:40Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4605,Neutral,0.7009
youtube,srEFa9nHNZc,@JaymarEnate-p4s,Do you want to go kn my kasama k muna po jakol ako pede yan yung pera ako ng module part two the,2025-08-31T05:46:24Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6713,Neutral,0.8275
youtube,srEFa9nHNZc,@Isagi-1t1,rip bewilderbeast he died because of dragos bewilderbeast rip..😢,2025-08-31T05:14:29Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.9427,Sadness,0.4496
youtube,srEFa9nHNZc,@LedvinLukas,May favourit 1 es toothless,2025-08-27T16:52:28Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.4235,Anger,0.8527
youtube,srEFa9nHNZc,@JonathanMalate-b4s,I know that dragon hes name is the white bewilderbeast,2025-08-20T02:38:30Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4907,Surprise,0.5339
youtube,srEFa9nHNZc,@Miri12057,❤❤,2025-08-16T06:13:39Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.63,Neutral,0.8316
youtube,srEFa9nHNZc,@DyesebelPamittan,Drawing main,2025-08-16T02:22:13Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.5346,Neutral,0.9128
youtube,srEFa9nHNZc,@ITACHIUCHIHAGAMER60,*w editttttt !!!! *,2025-08-15T01:52:05Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.4249,Surprise,0.2863
youtube,srEFa9nHNZc,@CarolineKennett,The rtte bewilderbeast egg is not valkas bewilderbeast because rtte was set 1-2 years before the second movie it takes longer that that for a dragon egg to hatch and grow full sized also valka said the bewilderbeast was there wen she got to the dragon sanctuary and she was missing for 20 years,2025-08-14T01:52:44Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4662,Surprise,0.762
youtube,srEFa9nHNZc,@Dormando555,The egg never hatched she just hide it,2025-08-13T22:19:53Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4348,Neutral,0.9682
youtube,srEFa9nHNZc,@lodeerajvongthong3925,The song fits so well 😊 and the bewilderbeast is my favorite dragon,2025-08-09T01:22:39Z,3,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8842,Joy,0.5959
youtube,srEFa9nHNZc,@bigback67-420,It's can't be it cause it can't grow bigger than the red death in 3 years no way,2025-08-01T03:17:34Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8705,Neutral,0.6793
youtube,srEFa9nHNZc,@NuttayaYodta,"เขี้ยวกุด เราชอบเขี้ยวกุด เรา ต""😎😎😎😎😎😎😎💯💯💯💯💥💥💥💢💢💢💌💘💝💖💗💓💗💗💓💓💞💞💞💞💞💞💞💞💞💕💟💟💟❣❣❤❤💜",2025-07-31T10:50:29Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.4904,Neutral,0.6178
youtube,srEFa9nHNZc,@Aven0703,Why does the audio match him so well?,2025-07-31T02:36:06Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.4799,Surprise,0.5978
youtube,srEFa9nHNZc,@Kynw_wellens,"For the people who think the egg became the bewilder beast we saw in httyd 2, it’s not, it would have to be like thousand or millions of years old to get that big. Am pretty sure valka brought the egg somewhere where it can safely hatch",2025-07-23T14:29:47Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.6043,Surprise,0.9441
youtube,srEFa9nHNZc,@coBergo08,It's not the same bewilderbeast,2025-07-22T10:35:55Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8624,Surprise,0.9408
youtube,srEFa9nHNZc,@marian2254,"Cool bewerbest😮,😎😎😎😎😎😎😎",2025-07-21T14:41:20Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8285,Neutral,0.8257
youtube,srEFa9nHNZc,@SonofdisasterchildofNeptune,I love this song,2025-07-21T07:07:09Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.915,Joy,0.9865
youtube,srEFa9nHNZc,@DeividelucasDaSilvadosSantos,Gente esse besta implacável não é do ovo por que esses ovos demora muito tempo para ser chocado em cerca de um século ou menos,2025-07-19T14:58:00Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.9126,Neutral,0.6271
youtube,srEFa9nHNZc,@T00thl3ss_N1ghtFury,Cool edit I like httyd :D,2025-07-19T09:16:08Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8859,Joy,0.7456
youtube,srEFa9nHNZc,@Daki_HelluvaVerse,"Crazy that she raised it, I forgot that part, that’s how they get along so well lol",2025-07-19T08:24:06Z,2,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.6312,Surprise,0.6204
youtube,srEFa9nHNZc,@Silver_Paw7,WHO are the two persons in the begin of the video?,2025-07-18T14:58:03Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.817,Neutral,0.7786
youtube,srEFa9nHNZc,@Уалихан-щ8м,❤😊❤😊❤😊😊😊😊❤❤😊❤😊❤❤😊❤😊😊❤😊❤😊❤😊❤😊😊❤🎉🎉🎉🎉❤🎉❤🎉❤🎉❤🎉❤🎉🎉❤❤🎉🎉❤🎉❤🎉❤😊🎉😊🎉😊🎉😊😊🎉,2025-07-18T09:57:38Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.7096,Neutral,0.4632
youtube,srEFa9nHNZc,@Trmortisreis,What is the movies name,2025-07-17T13:19:47Z,1,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.7806,Neutral,0.9016
youtube,srEFa9nHNZc,@SEBASTIANVERGILJAVINES,I think it's 90 years old,2025-07-15T14:06:45Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.6657,Neutral,0.7685
youtube,srEFa9nHNZc,@AngeliqueNogueras,that bewilderbeast is not the bewilderbeast from the egg if valka only took it for 2 weeks is not enough time for it to hatch or even develop properly😮,2025-07-15T00:46:37Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.6865,Surprise,0.9326
youtube,srEFa9nHNZc,@davidllorca5333,No that’s wrong that bewilder beast is way older than the other one because it’s only 2 years and it takes way longer so,2025-07-14T13:13:37Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.5019,Surprise,0.8839
youtube,srEFa9nHNZc,@KingVoltRBX,Since that bewilder beast ISNT from the egg maybe if theres a nee movie we will see the bewilder beast from the egg in action,2025-07-12T22:54:13Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4715,Fear,0.4978
youtube,srEFa9nHNZc,@YadiPlays,kid sing was so cute,2025-07-11T17:37:30Z,1,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.7178,Joy,0.7969
youtube,srEFa9nHNZc,@AvaAvery-y9w,Jesus is lord ❤I love toothless ❤,2025-07-10T01:52:54Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8449,Fear,0.542
youtube,srEFa9nHNZc,@KortezPatterson,Bewilderbeest is a sigma,2025-07-09T03:30:39Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8555,Fear,0.4829
youtube,srEFa9nHNZc,@XxShadowxX.12,This looks so cool and good and I love this,2025-07-06T18:42:43Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.9453,Joy,0.9473
youtube,srEFa9nHNZc,@dravenberning-hursey1821,"The first part of it, it is actually from the show version of how to train your dragons",2025-07-06T18:05:17Z,1,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.8055,Neutral,0.94
youtube,srEFa9nHNZc,@otisdog1369,No this theory it’s to big to be the one from the egg,2025-07-06T11:20:32Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.679,Neutral,0.783
youtube,srEFa9nHNZc,@kopa_vitani_thelionking2026,Wow,2025-07-06T09:25:07Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.4407,Surprise,0.9671
youtube,srEFa9nHNZc,@zyanzed-zzc7,I like that dragon,2025-07-05T12:23:43Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.8081,Joy,0.9862
youtube,srEFa9nHNZc,@relish-1YT,Not tryna be THAT GUY. But as the sail north fan I am my opinion using unsinkable or tale of the shadow. :),2025-07-05T12:15:49Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.4739,Neutral,0.7271
youtube,srEFa9nHNZc,@Ara_tooreal,Bro I was watching HTTYD 3 and when Hiccup goes into the cave after following toothless you can see drago's  bewilder beast in the cave. I was so shocked to see it in the cave,2025-07-04T20:37:33Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.7412,Surprise,0.9723
youtube,srEFa9nHNZc,@WolfTail_26,"Me before the drop: Oh hey wait you that one girl the umm… HTTYD?
Me after the drop: You are :O I haven’t seen you in awhile :3",2025-07-04T16:30:04Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4506,Surprise,0.6581
youtube,srEFa9nHNZc,@chci2408,AHHHHH LOVE IT 😍😍😍,2025-07-04T14:57:24Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.9229,Joy,0.5474
youtube,srEFa9nHNZc,@SherryInselman,"“ every nest has its queen but this, THIS IS THE KING!”",2025-07-04T01:21:16Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.6988,Neutral,0.3971
youtube,srEFa9nHNZc,@One_eye_Warriorcats,Something I wasn’t know is who wins in a battle red death or bewilderveast,2025-07-04T00:29:50Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.5735,Surprise,0.8754
youtube,srEFa9nHNZc,@L3af_the_f0x,ririririri,2025-07-02T22:40:46Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.398,Neutral,0.5115
youtube,srEFa9nHNZc,@luanaabrantesvaladao,"Guys This is not him,the egg dont Shocked",2025-07-02T21:01:16Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.5627,Surprise,0.9599
youtube,srEFa9nHNZc,@BumblebeesNplush,The past king of the dragons now it my boi toothless,2025-07-02T20:28:33Z,0,2026-02-21T11:18:03.807522,Neutral,0,2.5,5,0.4553,Sadness,0.4931
youtube,srEFa9nHNZc,@bee1_27hi-q7t,Dang it grew fast,2025-07-02T20:07:06Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.595,Surprise,0.8215
youtube,srEFa9nHNZc,@Aut0tunE-y2r,That thing grew fast to that size in only at least like 3 years,2025-07-02T18:18:44Z,0,2026-02-21T11:18:03.807522,Positive,1,5.0,5,0.48,Neutral,0.6142
youtube,srEFa9nHNZc,@BMXLEGEND1,Fe fi fo fum : HUTS HARD,2025-07-02T14:20:58Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.5984,Neutral,0.5258
youtube,srEFa9nHNZc,@elizabethmazerolle661,What kind of show it’s this 😐😐😐,2025-07-01T18:10:56Z,0,2026-02-21T11:18:03.807522,Negative,-1,0.0,5,0.8625,Neutral,0.4741
